날짜,BPS,PER,PBR,EPS,DIV,DPS,symbol
2021-12-31,1790,0.0,2.59,0,0.0,0,009190
2022-01-31,1790,0.0,2.82,0,0.0,0,009190
2022-02-28,1790,0.0,2.37,0,0.0,0,009190
2022-03-31,1790,0.0,2.34,0,0.0,0,009190
2022-04-30,1790,0.0,2.65,0,0.0,0,009190
2022-05-31,2217,9.26,2.01,481,0.0,0,009190
2021-05-31,22895,13.19,0.86,1486,1.02,200,108380
2021-06-30,22895,13.66,0.89,1486,0.99,200,108380
2021-07-31,22895,12.75,0.83,1486,1.06,200,108380
2021-08-31,22895,12.69,0.82,1486,1.06,200,108380
2021-09-30,22895,11.74,0.76,1486,1.15,200,108380
2021-10-31,22895,11.44,0.74,1486,1.18,200,108380
2021-11-30,22895,11.44,0.74,1486,1.18,200,108380
2021-12-31,22895,9.49,0.62,1486,1.42,200,108380
2022-01-31,22895,10.09,0.66,1486,1.33,200,108380
2022-02-28,22895,10.09,0.66,1486,1.33,200,108380
2022-03-31,22895,10.57,0.69,1486,1.27,200,108380
2022-04-30,22895,9.79,0.64,1486,1.37,200,108380
2022-05-31,24321,15.98,0.62,951,0.66,100,108380
2021-05-31,4981,21.31,0.65,153,1.23,40,006580
2021-06-30,4981,21.31,0.65,153,1.23,40,006580
2021-07-31,4981,21.31,0.65,153,1.23,40,006580
2021-08-31,4981,21.31,0.65,153,1.23,40,006580
2021-09-30,4981,21.31,0.65,153,1.23,40,006580
2021-10-31,4981,21.31,0.65,153,1.23,40,006580
2021-11-30,4981,21.31,0.65,153,1.23,40,006580
2021-12-31,4981,21.31,0.65,153,1.23,40,006580
2022-01-31,4981,21.31,0.65,153,1.23,40,006580
2022-02-28,4981,21.31,0.65,153,1.23,40,006580
2022-03-31,4981,21.31,0.65,153,1.23,40,006580
2022-04-30,4981,21.31,0.65,153,1.23,40,006580
2022-05-31,6790,9.42,0.48,346,1.23,40,006580
2021-05-31,1420,85.48,1.87,31,0.0,0,014160
2021-06-30,1420,85.97,1.88,31,0.0,0,014160
2021-07-31,1420,85.32,1.86,31,0.0,0,014160
2021-08-31,1420,99.19,2.17,31,0.0,0,014160
2021-09-30,1420,89.68,1.96,31,0.0,0,014160
2021-10-31,1420,75.97,1.66,31,0.0,0,014160
2021-11-30,1420,80.48,1.76,31,0.0,0,014160
2021-12-31,1420,78.39,1.71,31,0.0,0,014160
2022-01-31,1420,85.16,1.86,31,0.0,0,014160
2022-02-28,1420,77.74,1.7,31,0.0,0,014160
2022-03-31,1420,76.29,1.67,31,0.0,0,014160
2022-04-30,1420,74.19,1.62,31,0.0,0,014160
2022-05-31,1622,23.71,1.42,97,0.0,0,014160
2021-05-31,6435,12.04,1.29,691,0.0,0,047040
2021-06-30,6435,12.08,1.3,691,0.0,0,047040
2021-07-31,6435,11.4,1.22,691,0.0,0,047040
2021-08-31,6435,10.51,1.13,691,0.0,0,047040
2021-09-30,6435,10.59,1.14,691,0.0,0,047040
2021-10-31,6435,9.54,1.02,691,0.0,0,047040
2021-11-30,6435,9.04,0.97,691,0.0,0,047040
2021-12-31,6435,8.0,0.86,691,0.0,0,047040
2022-01-31,6435,8.49,0.91,691,0.0,0,047040
2022-02-28,6435,8.48,0.91,691,0.0,0,047040
2022-03-31,6435,9.23,0.99,691,0.0,0,047040
2022-04-30,6435,9.97,1.07,691,0.0,0,047040
2022-05-31,7817,5.73,0.86,1180,0.0,0,047040
2021-05-31,733,0.0,3.38,0,0.0,0,009320
2021-06-30,733,0.0,3.4,0,0.0,0,009320
2021-07-31,733,0.0,3.6,0,0.0,0,009320
2021-08-31,733,0.0,3.44,0,0.0,0,009320
2021-09-30,733,0.0,3.63,0,0.0,0,009320
2021-10-31,733,0.0,3.19,0,0.0,0,009320
2021-11-30,733,0.0,4.34,0,0.0,0,009320
2021-12-31,733,0.0,3.25,0,0.0,0,009320
2022-01-31,733,0.0,3.42,0,0.0,0,009320
2022-02-28,733,0.0,3.04,0,0.0,0,009320
2022-03-31,733,0.0,2.95,0,0.0,0,009320
2022-04-30,733,0.0,3.08,0,0.0,0,009320
2022-05-31,734,0.0,3.2,0,0.0,0,009320
2021-05-31,36061,57.8,0.93,583,0.0,0,042660
2021-06-30,36061,63.55,1.03,583,0.0,0,042660
2021-07-31,36061,60.03,0.97,583,0.0,0,042660
2021-08-31,36061,55.23,0.89,583,0.0,0,042660
2021-09-30,36061,46.66,0.75,583,0.0,0,042660
2021-10-31,36061,45.2,0.73,583,0.0,0,042660
2021-11-30,36061,44.34,0.72,583,0.0,0,042660
2021-12-31,36061,39.88,0.64,583,0.0,0,042660
2022-01-31,36061,39.37,0.64,583,0.0,0,042660
2022-02-28,36061,36.11,0.58,583,0.0,0,042660
2022-03-31,36061,47.17,0.76,583,0.0,0,042660
2022-04-30,36061,41.6,0.67,583,0.0,0,042660
2022-05-31,20672,0.0,1.26,0,0.0,0,042660
2021-05-31,11787,15.71,3.12,2343,0.27,100,003090
2021-06-30,11787,15.94,3.17,2343,0.27,100,003090
2021-07-31,11787,20.4,4.06,2343,0.21,100,003090
2021-08-31,11787,15.98,3.18,2343,0.27,100,003090
2021-09-30,11787,15.22,3.02,2343,0.28,100,003090
2021-10-31,11787,13.83,2.75,2343,0.31,100,003090
2021-11-30,11787,13.7,2.72,2343,0.31,100,003090
2021-12-31,11787,13.19,2.62,2343,0.32,100,003090
2022-01-31,11787,13.25,2.63,2343,0.32,100,003090
2022-02-28,11787,11.18,2.22,2343,0.38,100,003090
2022-03-31,11787,12.91,2.57,2343,0.33,100,003090
2022-04-30,11787,13.06,2.6,2343,0.33,100,003090
2022-05-31,17576,15.68,1.69,1897,0.34,100,003090
2021-05-31,47554,128.34,3.23,1196,0.39,600,069620
2021-06-30,47554,130.85,3.29,1196,0.38,600,069620
2021-07-31,47554,147.99,3.72,1196,0.34,600,069620
2021-08-31,47554,145.48,3.66,1196,0.34,600,069620
2021-09-30,47554,137.12,3.45,1196,0.37,600,069620
2021-10-31,47554,119.57,3.01,1196,0.42,600,069620
2021-11-30,47554,120.82,3.04,1196,0.42,600,069620
2021-12-31,47554,115.8,2.91,1196,0.43,600,069620
2022-01-31,47554,126.67,3.19,1196,0.4,600,069620
2022-02-28,47554,113.71,2.86,1196,0.44,600,069620
2022-03-31,47554,138.8,3.49,1196,0.36,600,069620
2022-04-30,47554,136.71,3.44,1196,0.37,600,069620
2022-05-31,51816,81.88,3.54,2241,0.33,600,069620
2021-05-31,22474,0.0,0.44,0,2.5,250,007680
2021-06-30,22474,0.0,0.45,0,2.49,250,007680
2021-07-31,22474,0.0,0.5,0,2.21,250,007680
2021-08-31,22474,0.0,0.48,0,2.33,250,007680
2021-09-30,22474,0.0,0.46,0,2.39,250,007680
2021-10-31,22474,0.0,0.42,0,2.67,250,007680
2021-11-30,22474,0.0,0.43,0,2.6,250,007680
2021-12-31,22474,0.0,0.4,0,2.75,250,007680
2022-01-31,22474,0.0,0.42,0,2.66,250,007680
2022-02-28,22474,0.0,0.4,0,2.76,250,007680
2022-03-31,22474,0.0,0.42,0,2.64,250,007680
2022-04-30,22474,0.0,0.44,0,2.52,250,007680
2022-05-31,24304,4.26,0.42,2385,2.96,300,007680
2021-05-31,7487,0.0,0.57,0,2.33,100,000430
2021-06-30,7487,0.0,0.59,0,2.25,100,000430
2021-07-31,7487,0.0,0.56,0,2.38,100,000430
2021-08-31,7487,0.0,0.54,0,2.48,100,000430
2021-09-30,7487,0.0,0.61,0,2.19,100,000430
2021-10-31,7487,0.0,0.53,0,2.5,100,000430
2021-11-30,7487,0.0,0.56,0,2.38,100,000430
2021-12-31,7487,0.0,0.48,0,2.77,100,000430
2022-01-31,7487,0.0,0.5,0,2.68,100,000430
2022-02-28,7487,0.0,0.43,0,3.08,100,000430
2022-03-31,7487,0.0,0.41,0,3.26,100,000430
2022-04-30,7487,0.0,0.43,0,3.1,100,000430
2022-05-31,7461,0.0,0.46,0,2.93,100,000430
2021-05-31,6696,92.04,4.66,339,0.0,0,048910
2021-06-30,6696,107.23,5.43,339,0.0,0,048910
2021-07-31,6696,114.16,5.78,339,0.0,0,048910
2021-08-31,6696,100.15,5.07,339,0.0,0,048910
2021-09-30,6696,97.35,4.93,339,0.0,0,048910
2021-10-31,6696,129.5,6.56,339,0.0,0,048910
2021-11-30,6696,104.42,5.29,339,0.0,0,048910
2021-12-31,6696,66.96,3.39,339,0.0,0,048910
2022-01-31,6696,65.63,3.32,339,0.0,0,048910
2022-02-28,6696,51.03,2.58,339,0.0,0,048910
2022-03-31,6696,50.29,2.55,339,0.0,0,048910
2022-04-30,6696,53.54,2.71,339,0.0,0,048910
2022-05-31,7469,35.74,2.25,470,0.0,0,048910
2021-05-31,16584,8.17,0.44,902,1.7,125,005710
2021-06-30,16584,8.41,0.46,902,1.65,125,005710
2021-07-31,16584,9.26,0.5,902,1.5,125,005710
2021-08-31,16584,9.26,0.5,902,1.5,125,005710
2021-09-30,16584,8.03,0.44,902,1.73,125,005710
2021-10-31,16584,7.13,0.39,902,1.94,125,005710
2021-11-30,16584,7.32,0.4,902,1.89,125,005710
2021-12-31,16584,7.49,0.41,902,1.85,125,005710
2022-01-31,16584,7.69,0.42,902,1.8,125,005710
2022-02-28,16584,7.06,0.38,902,1.96,125,005710
2022-03-31,16584,6.94,0.38,902,2.0,125,005710
2022-04-30,16584,6.76,0.37,902,2.05,125,005710
2022-05-31,18556,3.92,0.34,1634,1.95,125,005710
2021-05-31,1159,51.56,1.42,32,0.0,0,006340
2021-06-30,1159,67.03,1.85,32,0.0,0,006340
2021-07-31,1159,92.19,2.55,32,0.0,0,006340
2021-08-31,1159,78.91,2.18,32,0.0,0,006340
2021-09-30,1159,70.47,1.95,32,0.0,0,006340
2021-10-31,1159,61.41,1.7,32,0.0,0,006340
2021-11-30,1159,60.94,1.68,32,0.0,0,006340
2021-12-31,1159,50.0,1.38,32,0.0,0,006340
2022-01-31,1159,54.22,1.5,32,0.0,0,006340
2022-02-28,1159,57.66,1.59,32,0.0,0,006340
2022-03-31,1159,63.59,1.76,32,0.0,0,006340
2022-04-30,1159,67.66,1.87,32,0.0,0,006340
2022-05-31,1190,113.06,1.71,18,0.0,0,006340
2021-05-31,10084,18.76,1.59,853,1.0,160,003220
2021-06-30,10084,18.82,1.59,853,1.0,160,003220
2021-07-31,10084,19.46,1.65,853,0.96,160,003220
2021-08-31,10084,18.58,1.57,853,1.01,160,003220
2021-09-30,10084,24.38,2.06,853,0.77,160,003220
2021-10-31,10084,21.28,1.8,853,0.88,160,003220
2021-11-30,10084,18.64,1.58,853,1.01,160,003220
2021-12-31,10084,18.29,1.55,853,1.03,160,003220
2022-01-31,10084,19.75,1.67,853,0.95,160,003220
2022-02-28,10084,17.76,1.5,853,1.06,160,003220
2022-03-31,10084,23.04,1.95,853,0.81,160,003220
2022-04-30,9820,21.42,1.81,831,0.9,160,003220
2022-05-31,10366,54.7,1.74,330,1.11,200,003220
2021-05-31,1843,0.0,1.65,0,0.33,10,024890
2021-06-30,1843,0.0,1.71,0,0.32,10,024890
2021-07-31,1843,0.0,1.61,0,0.34,10,024890
2021-08-31,1843,0.0,1.55,0,0.35,10,024890
2021-09-30,1843,0.0,1.73,0,0.31,10,024890
2021-10-31,1843,0.0,2.65,0,0.2,10,024890
2021-11-30,1843,0.0,3.09,0,0.18,10,024890
2021-12-31,1843,0.0,2.01,0,0.27,10,024890
2022-01-31,1843,0.0,2.28,0,0.24,10,024890
2022-02-28,1843,0.0,1.81,0,0.3,10,024890
2022-03-31,1843,0.0,1.75,0,0.31,10,024890
2022-04-30,1843,0.0,1.74,0,0.31,10,024890
2022-05-31,1742,0.0,1.66,0,0.0,0,024890
2021-05-31,4858,26.28,1.99,368,0.0,0,290380
2021-06-30,4858,26.9,2.04,368,0.0,0,290380
2021-07-31,4858,25.03,1.9,368,0.0,0,290380
2021-08-31,4858,24.57,1.86,368,0.0,0,290380
2021-09-30,4858,22.23,1.68,368,0.0,0,290380
2021-10-31,4858,19.86,1.5,368,0.0,0,290380
2021-11-30,4858,17.09,1.29,368,0.0,0,290380
2021-12-31,4858,16.09,1.22,368,0.0,0,290380
2022-01-31,4330,19.33,1.46,328,0.0,0,290380
2022-02-28,4330,16.62,1.26,328,0.0,0,290380
2022-03-31,4330,16.07,1.22,328,0.0,0,290380
2022-04-30,4330,16.92,1.28,328,0.0,0,290380
2022-05-31,4883,15.95,1.33,407,0.0,0,290380
2021-05-31,1045,0.0,1.11,0,0.0,0,002880
2021-06-30,1045,0.0,1.12,0,0.0,0,002880
2021-07-31,1045,0.0,1.35,0,0.0,0,002880
2021-08-31,1045,0.0,1.33,0,0.0,0,002880
2021-09-30,1045,0.0,1.29,0,0.0,0,002880
2021-10-31,1045,0.0,1.56,0,0.0,0,002880
2021-11-30,1045,0.0,1.66,0,0.0,0,002880
2021-12-31,1045,0.0,1.23,0,0.0,0,002880
2022-01-31,1045,0.0,1.25,0,0.0,0,002880
2022-02-28,1045,0.0,1.13,0,0.0,0,002880
2022-03-31,1045,0.0,1.13,0,0.0,0,002880
2022-04-30,1045,0.0,1.2,0,0.0,0,002880
2022-05-31,822,0.0,1.47,0,0.0,0,002880
2021-05-31,4593,14.36,1.66,530,2.63,200,290120
2021-06-30,4593,14.64,1.69,530,2.58,200,290120
2021-07-31,4593,15.92,1.84,530,2.37,200,290120
2021-08-31,4593,15.3,1.77,530,2.47,200,290120
2021-09-30,4593,13.51,1.56,530,2.79,200,290120
2021-10-31,4593,12.32,1.42,530,3.06,200,290120
2021-11-30,4593,12.23,1.41,530,3.09,200,290120
2021-12-31,4593,10.57,1.22,530,3.57,200,290120
2022-01-31,4593,11.32,1.31,530,3.33,200,290120
2022-02-28,4593,10.57,1.22,530,3.57,200,290120
2022-03-31,4593,11.23,1.3,530,3.36,200,290120
2022-04-30,4593,12.49,1.44,530,3.02,200,290120
2022-05-31,5723,8.98,1.17,743,3.0,200,290120
2021-05-31,825,0.0,1.33,0,0.0,0,000300
2021-06-30,825,0.0,1.32,0,0.0,0,000300
2021-07-31,825,0.0,1.99,0,0.0,0,000300
2021-08-31,825,0.0,1.82,0,0.0,0,000300
2021-09-30,825,0.0,1.85,0,0.0,0,000300
2021-10-31,825,0.0,1.67,0,0.0,0,000300
2021-11-30,825,0.0,1.67,0,0.0,0,000300
2021-12-31,825,0.0,1.59,0,0.0,0,000300
2022-01-31,825,0.0,1.57,0,0.0,0,000300
2022-02-28,825,0.0,1.66,0,0.0,0,000300
2022-03-31,825,0.0,1.57,0,0.0,0,000300
2022-04-30,825,0.0,1.58,0,0.0,0,000300
2022-05-31,857,0.0,1.46,0,0.0,0,000300
2021-05-31,17934,21.42,1.5,1256,1.12,300,120240
2021-06-30,17934,21.5,1.51,1256,1.11,300,120240
2021-07-31,17934,22.01,1.54,1256,1.08,300,120240
2021-08-31,17934,20.46,1.43,1256,1.17,300,120240
2021-09-30,17934,25.08,1.76,1256,0.95,300,120240
2021-10-31,17934,20.02,1.4,1256,1.19,300,120240
2021-11-30,17934,17.4,1.22,1256,1.37,300,120240
2021-12-31,17934,16.52,1.16,1256,1.45,300,120240
2022-01-31,17934,17.44,1.22,1256,1.37,300,120240
2022-02-28,17934,14.77,1.03,1256,1.62,300,120240
2022-03-31,17934,14.21,1.0,1256,1.68,300,120240
2022-04-30,17934,17.44,1.22,1256,1.37,300,120240
2022-05-31,18829,18.27,1.14,1177,1.4,300,120240
2021-05-31,1530,26.99,1.73,98,1.32,35,003310
2021-06-30,1530,27.19,1.74,98,1.31,35,003310
2021-07-31,1530,29.8,1.91,98,1.2,35,003310
2021-08-31,1530,27.91,1.79,98,1.28,35,003310
2021-09-30,1530,25.97,1.66,98,1.38,35,003310
2021-10-31,1530,22.09,1.42,98,1.62,35,003310
2021-11-30,1530,21.84,1.4,98,1.64,35,003310
2021-12-31,1530,18.57,1.19,98,1.92,35,003310
2022-01-31,1530,19.9,1.27,98,1.79,35,003310
2022-02-28,1530,17.81,1.14,98,2.01,35,003310
2022-03-31,1530,18.67,1.2,98,1.91,35,003310
2022-04-30,1530,21.73,1.39,98,1.64,35,003310
2022-05-31,1823,39.81,2.36,108,0.7,30,003310
2021-05-31,5529,129.57,8.08,345,0.11,50,078600
2021-06-30,5529,128.26,8.0,345,0.11,50,078600
2021-07-31,5529,138.12,8.62,345,0.1,50,078600
2021-08-31,5529,164.35,10.26,345,0.09,50,078600
2021-09-30,5529,166.38,10.38,345,0.09,50,078600
2021-10-31,5529,282.9,17.65,345,0.05,50,078600
2021-11-30,5529,291.3,18.18,345,0.05,50,078600
2021-12-31,5529,353.62,22.07,345,0.04,50,078600
2022-01-31,5529,299.13,18.67,345,0.05,50,078600
2022-02-28,5529,260.58,16.26,345,0.06,50,078600
2022-03-31,5529,262.32,16.37,345,0.06,50,078600
2022-04-30,5529,267.25,16.68,345,0.05,50,078600
2022-05-31,8721,53.18,9.39,1540,0.12,100,078600
2021-05-31,2086,29.06,1.18,85,0.0,0,012800
2021-06-30,2086,29.53,1.2,85,0.0,0,012800
2021-07-31,2086,29.82,1.22,85,0.0,0,012800
2021-08-31,2086,31.12,1.27,85,0.0,0,012800
2021-09-30,2086,26.12,1.06,85,0.0,0,012800
2021-10-31,2086,23.88,0.97,85,0.0,0,012800
2021-11-30,2086,23.88,0.97,85,0.0,0,012800
2021-12-31,2086,19.82,0.81,85,0.0,0,012800
2022-01-31,2086,21.88,0.89,85,0.0,0,012800
2022-02-28,2086,20.12,0.82,85,0.0,0,012800
2022-03-31,2086,23.47,0.96,85,0.0,0,012800
2022-04-30,2086,24.0,0.98,85,0.0,0,012800
2022-05-31,3187,6.29,0.67,338,1.41,30,012800
2021-05-31,13119,8.84,0.68,1004,2.03,180,015230
2021-06-30,13119,8.88,0.68,1004,2.02,180,015230
2021-07-31,13119,9.21,0.71,1004,1.95,180,015230
2021-08-31,13119,8.59,0.66,1004,2.09,180,015230
2021-09-30,13119,8.17,0.63,1004,2.2,180,015230
2021-10-31,13119,7.32,0.56,1004,2.45,180,015230
2021-11-30,13119,7.5,0.57,1004,2.39,180,015230
2021-12-31,13119,7.23,0.55,1004,2.48,180,015230
2022-01-31,13119,8.02,0.61,1004,2.24,180,015230
2022-02-28,13119,8.2,0.63,1004,2.19,180,015230
2022-03-31,6560,8.11,0.62,502,2.21,90,015230
2022-04-30,6560,9.09,0.7,502,1.97,90,015230
2022-05-31,8239,4.74,0.59,1029,2.77,135,015230
2021-05-31,261,0.0,1.99,0,0.0,0,096350
2021-06-30,261,0.0,1.95,0,0.0,0,096350
2021-07-31,261,0.0,2.69,0,0.0,0,096350
2021-08-31,261,0.0,2.65,0,0.0,0,096350
2021-09-30,261,0.0,2.47,0,0.0,0,096350
2021-10-31,261,0.0,2.15,0,0.0,0,096350
2021-11-30,261,0.0,2.13,0,0.0,0,096350
2021-12-31,261,0.0,1.82,0,0.0,0,096350
2022-01-31,261,0.0,1.92,0,0.0,0,096350
2022-02-28,261,0.0,1.66,0,0.0,0,096350
2022-03-31,261,0.0,1.76,0,0.0,0,096350
2022-04-30,261,0.0,1.84,0,0.0,0,096350
2022-05-31,210,0.0,2.55,0,0.0,0,096350
2021-05-31,4252,0.0,0.83,0,2.83,100,140520
2021-06-30,4252,0.0,0.83,0,2.84,100,140520
2021-07-31,4252,0.0,0.84,0,2.79,100,140520
2021-08-31,4252,0.0,0.8,0,2.94,100,140520
2021-09-30,4252,0.0,0.82,0,2.87,100,140520
2021-10-31,4252,0.0,0.78,0,3.03,100,140520
2021-11-30,4252,0.0,0.77,0,3.07,100,140520
2021-12-31,4252,0.0,0.72,0,3.28,100,140520
2022-01-31,4252,0.0,0.75,0,3.13,100,140520
2022-02-28,4252,0.0,0.88,0,2.66,100,140520
2022-03-31,4252,0.0,0.87,0,2.71,100,140520
2022-04-30,4252,0.0,0.93,0,2.53,100,140520
2022-05-31,4780,6.25,0.89,678,3.54,150,140520
2021-05-31,3920,62.66,3.66,229,0.42,60,131220
2021-06-30,3920,61.57,3.6,229,0.43,60,131220
2021-07-31,3920,59.83,3.49,229,0.44,60,131220
2021-08-31,3920,52.4,3.06,229,0.5,60,131220
2021-09-30,3920,50.22,2.93,229,0.52,60,131220
2021-10-31,3920,40.61,2.37,229,0.65,60,131220
2021-11-30,3920,38.38,2.24,229,0.68,60,131220
2021-12-31,3920,33.89,1.98,229,0.77,60,131220
2022-01-31,3920,44.76,2.61,229,0.59,60,131220
2022-02-28,3920,36.9,2.16,229,0.71,60,131220
2022-03-31,3920,37.12,2.17,229,0.71,60,131220
2022-04-30,3920,42.14,2.46,229,0.62,60,131220
2022-05-31,4378,16.81,2.01,524,0.68,60,131220
2021-05-31,2069,0.0,1.55,0,0.0,0,010170
2021-06-30,2069,0.0,1.53,0,0.0,0,010170
2021-07-31,2069,0.0,1.85,0,0.0,0,010170
2021-08-31,2069,0.0,1.61,0,0.0,0,010170
2021-09-30,2069,0.0,1.48,0,0.0,0,010170
2021-10-31,2069,0.0,1.73,0,0.0,0,010170
2021-11-30,2069,0.0,1.5,0,0.0,0,010170
2021-12-31,2069,0.0,1.27,0,0.0,0,010170
2022-01-31,2069,0.0,1.25,0,0.0,0,010170
2022-02-28,2069,0.0,1.05,0,0.0,0,010170
2022-03-31,2069,0.0,1.02,0,0.0,0,010170
2022-04-30,2069,0.0,1.15,0,0.0,0,010170
2022-05-31,1401,0.0,1.68,0,0.0,0,010170
2021-05-31,211,0.0,11.64,0,0.0,0,060900
2021-06-30,211,0.0,11.21,0,0.0,0,060900
2021-07-31,211,0.0,9.0,0,0.0,0,060900
2021-08-31,211,0.0,10.21,0,0.0,0,060900
2021-09-30,211,0.0,9.19,0,0.0,0,060900
2021-10-31,211,0.0,5.97,0,0.0,0,060900
2021-11-30,211,0.0,5.64,0,0.0,0,060900
2021-12-31,211,0.0,4.17,0,0.0,0,060900
2022-01-31,211,0.0,4.64,0,0.0,0,060900
2022-02-28,211,0.0,3.86,0,0.0,0,060900
2022-03-31,211,0.0,5.59,0,0.0,0,060900
2022-04-30,211,0.0,5.97,0,0.0,0,060900
2022-05-31,233,0.0,4.59,0,0.0,0,060900
2021-05-31,3980,0.0,3.14,0,0.0,0,054670
2021-06-30,3980,0.0,3.12,0,0.0,0,054670
2021-07-31,3980,0.0,2.88,0,0.0,0,054670
2021-08-31,3980,0.0,2.83,0,0.0,0,054670
2021-09-30,3980,0.0,2.78,0,0.0,0,054670
2021-10-31,3980,0.0,2.66,0,0.0,0,054670
2021-11-30,3980,0.0,2.76,0,0.0,0,054670
2021-12-31,3980,0.0,2.58,0,0.0,0,054670
2022-01-31,3980,0.0,2.73,0,0.0,0,054670
2022-02-28,3980,0.0,2.64,0,0.0,0,054670
2022-03-31,3980,0.0,2.79,0,0.0,0,054670
2022-04-30,3980,0.0,3.08,0,0.0,0,054670
2022-05-31,5876,11.54,2.2,1118,0.62,80,054670
2021-05-31,25717,58.38,1.69,746,0.0,0,001070
2021-06-30,25717,58.71,1.7,746,0.0,0,001070
2021-07-31,25717,59.52,1.73,746,0.0,0,001070
2021-08-31,25717,58.91,1.71,746,0.0,0,001070
2021-09-30,25717,58.31,1.69,746,0.0,0,001070
2021-10-31,25717,58.45,1.7,746,0.0,0,001070
2021-11-30,25717,61.73,1.79,746,0.0,0,001070
2021-12-31,25717,62.0,1.8,746,0.0,0,001070
2022-01-31,25717,64.08,1.86,746,0.0,0,001070
2022-02-28,25717,64.75,1.88,746,0.0,0,001070
2022-03-31,25717,66.62,1.93,746,0.0,0,001070
2022-04-30,25717,67.56,1.96,746,0.0,0,001070
2022-05-31,38608,114.67,1.29,433,0.0,0,001070
2021-05-31,30321,12.1,1.16,2897,1.14,400,023910
2021-06-30,30321,12.27,1.17,2897,1.13,400,023910
2021-07-31,30321,11.94,1.14,2897,1.16,400,023910
2021-08-31,30321,11.13,1.06,2897,1.24,400,023910
2021-09-30,30321,10.82,1.03,2897,1.28,400,023910
2021-10-31,30321,10.77,1.03,2897,1.28,400,023910
2021-11-30,30321,10.41,0.99,2897,1.33,400,023910
2021-12-31,30321,9.44,0.9,2897,1.46,400,023910
2022-01-31,30321,9.94,0.95,2897,1.39,400,023910
2022-02-28,30321,9.49,0.91,2897,1.45,400,023910
2022-03-31,30321,10.03,0.96,2897,1.38,400,023910
2022-04-30,30321,10.18,0.97,2897,1.36,400,023910
2022-05-31,33801,7.69,0.86,3778,1.38,400,023910
2021-05-31,291403,12.94,0.91,20603,1.13,3000,006650
2021-06-30,291403,13.03,0.92,20603,1.12,3000,006650
2021-07-31,291403,11.6,0.82,20603,1.26,3000,006650
2021-08-31,291403,12.47,0.88,20603,1.17,3000,006650
2021-09-30,291403,11.24,0.79,20603,1.3,3000,006650
2021-10-31,291403,10.41,0.74,20603,1.4,3000,006650
2021-11-30,291403,8.93,0.63,20603,1.63,3000,006650
2021-12-31,291403,9.22,0.65,20603,1.58,3000,006650
2022-01-31,291403,8.76,0.62,20603,1.66,3000,006650
2022-02-28,291403,7.38,0.52,20603,1.97,3000,006650
2022-03-31,291403,7.86,0.56,20603,1.85,3000,006650
2022-04-30,291403,8.06,0.57,20603,1.81,3000,006650
2022-05-31,328546,6.26,0.46,24277,2.3,3500,006650
2021-05-31,402,678.33,5.06,3,0.0,0,001440
2021-06-30,402,680.0,5.07,3,0.0,0,001440
2021-07-31,402,1010.0,7.54,3,0.0,0,001440
2021-08-31,402,850.0,6.34,3,0.0,0,001440
2021-09-30,402,846.67,6.32,3,0.0,0,001440
2021-10-31,402,760.0,5.67,3,0.0,0,001440
2021-11-30,402,761.67,5.68,3,0.0,0,001440
2021-12-31,402,610.0,4.55,3,0.0,0,001440
2022-01-31,402,600.0,4.48,3,0.0,0,001440
2022-02-28,402,586.67,4.38,3,0.0,0,001440
2022-03-31,369,526.67,4.28,3,0.0,0,001440
2022-04-30,369,618.33,5.03,3,0.0,0,001440
2022-05-31,439,56.67,4.26,33,0.0,0,001440
2021-05-31,20068,9.23,1.03,2232,1.46,300,084010
2021-06-30,20068,9.52,1.06,2232,1.41,300,084010
2021-07-31,20068,10.57,1.18,2232,1.27,300,084010
2021-08-31,20068,9.72,1.08,2232,1.38,300,084010
2021-09-30,20068,9.86,1.1,2232,1.36,300,084010
2021-10-31,20068,9.21,1.02,2232,1.46,300,084010
2021-11-30,20068,7.86,0.87,2232,1.71,300,084010
2021-12-31,20068,6.63,0.74,2232,2.03,300,084010
2022-01-31,20068,7.12,0.79,2232,1.89,300,084010
2022-02-28,20068,9.39,1.04,2232,1.43,300,084010
2022-03-31,20068,11.36,1.26,2232,1.18,300,084010
2022-04-30,20068,9.18,1.02,2232,1.46,300,084010
2022-05-31,30114,3.4,0.74,6563,1.79,400,084010
2021-05-31,4974,12.74,0.67,263,5.37,180,001790
2021-06-30,4974,13.04,0.69,263,5.25,180,001790
2021-07-31,4974,13.08,0.69,263,5.23,180,001790
2021-08-31,4974,12.09,0.64,263,5.66,180,001790
2021-09-30,4974,11.65,0.62,263,5.87,180,001790
2021-10-31,4974,11.75,0.62,263,5.83,180,001790
2021-11-30,4974,12.4,0.66,263,5.52,180,001790
2021-12-31,4974,12.02,0.64,263,5.7,180,001790
2022-01-31,4974,11.41,0.6,263,6.0,180,001790
2022-02-28,4974,10.51,0.56,263,6.51,180,001790
2022-03-31,4974,10.49,0.55,263,6.52,180,001790
2022-04-30,4974,11.06,0.59,263,6.19,180,001790
2022-05-31,5313,24.36,1.01,220,2.05,110,001790
2021-05-31,461663,14.53,0.39,12494,1.1,2000,001130
2021-06-30,461663,14.29,0.39,12494,1.12,2000,001130
2021-07-31,461663,14.29,0.39,12494,1.12,2000,001130
2021-08-31,461663,14.25,0.39,12494,1.12,2000,001130
2021-09-30,461663,13.21,0.36,12494,1.21,2000,001130
