날짜,BPS,PER,PBR,EPS,DIV,DPS,symbol
2021-05-31,745,0.0,3.88,0,0.0,0,060310
2021-06-30,745,0.0,3.92,0,0.0,0,060310
2021-07-31,745,0.0,4.12,0,0.0,0,060310
2021-08-31,745,0.0,5.15,0,0.0,0,060310
2021-09-30,745,0.0,4.68,0,0.0,0,060310
2021-10-31,792,247.5,5.0,16,0.0,0,060310
2021-11-30,792,256.88,5.19,16,0.0,0,060310
2021-12-31,792,217.19,4.39,16,0.0,0,060310
2022-01-31,792,206.25,4.17,16,0.0,0,060310
2022-02-28,792,183.13,3.7,16,0.0,0,060310
2022-03-31,792,200.0,4.04,16,0.0,0,060310
2022-04-30,792,226.56,4.58,16,0.0,0,060310
2022-05-31,792,203.13,4.1,16,0.0,0,060310
2021-05-31,6089,0.0,0.97,0,3.55,210,095570
2021-06-30,6089,0.0,0.95,0,3.63,210,095570
2021-07-31,6089,0.0,0.99,0,3.5,210,095570
2021-08-31,6089,0.0,0.99,0,3.5,210,095570
2021-09-30,6089,0.0,0.98,0,3.51,210,095570
2021-10-31,6089,0.0,0.95,0,3.64,210,095570
2021-11-30,6089,0.0,0.91,0,3.79,210,095570
2021-12-31,6089,0.0,0.88,0,3.9,210,095570
2022-01-31,6089,0.0,0.87,0,3.95,210,095570
2022-02-28,6089,0.0,0.83,0,4.16,210,095570
2022-03-31,6089,0.0,0.9,0,3.83,210,095570
2022-04-30,6089,0.0,1.12,0,3.09,210,095570
2022-05-31,8075,3.9,0.82,1707,4.06,270,095570
2021-05-31,50471,0.0,0.7,0,1.13,400,006840
2021-06-30,50471,0.0,0.68,0,1.16,400,006840
2021-07-31,50471,0.0,0.65,0,1.22,400,006840
2021-08-31,50471,0.0,0.54,0,1.47,400,006840
2021-09-30,50471,0.0,0.54,0,1.45,400,006840
2021-10-31,50471,0.0,0.53,0,1.49,400,006840
2021-11-30,50471,0.0,0.52,0,1.52,400,006840
2021-12-31,50471,0.0,0.38,0,2.1,400,006840
2022-01-31,50471,0.0,0.39,0,2.05,400,006840
2022-02-28,50471,0.0,0.35,0,2.25,400,006840
2022-03-31,50471,0.0,0.41,0,1.93,400,006840
2022-04-30,50471,0.0,0.45,0,1.75,400,006840
2022-05-31,45961,0.0,0.46,0,0.94,200,006840
2021-05-31,8135,0.0,1.79,0,0.0,0,054620
2021-06-30,8135,0.0,1.84,0,0.0,0,054620
2021-07-31,8135,0.0,1.95,0,0.0,0,054620
2021-08-31,8135,0.0,2.44,0,0.0,0,054620
2021-09-30,8135,0.0,2.36,0,0.0,0,054620
2021-10-31,8135,0.0,1.98,0,0.0,0,054620
2021-11-30,8135,0.0,2.16,0,0.0,0,054620
2021-12-31,8135,0.0,1.66,0,0.0,0,054620
2022-01-31,8135,0.0,1.72,0,0.0,0,054620
2022-02-28,8135,0.0,1.38,0,0.0,0,054620
2022-03-31,8135,0.0,1.49,0,0.0,0,054620
2022-04-30,8135,0.0,1.57,0,0.0,0,054620
2022-05-31,10088,11.32,1.32,1179,0.75,100,054620
2021-05-31,9041,16.76,3.22,1736,0.41,120,265520
2021-06-30,9041,16.73,3.21,1736,0.41,120,265520
2021-07-31,9041,17.97,3.45,1736,0.38,120,265520
2021-08-31,9041,17.66,3.39,1736,0.39,120,265520
2021-09-30,9041,16.53,3.17,1736,0.42,120,265520
2021-10-31,9041,14.06,2.7,1736,0.49,120,265520
2021-11-30,9041,13.68,2.63,1736,0.51,120,265520
2021-12-31,9041,12.56,2.41,1736,0.55,120,265520
2022-01-31,9041,14.49,2.78,1736,0.48,120,265520
2022-02-28,9041,13.05,2.51,1736,0.53,120,265520
2022-03-31,9041,13.02,2.5,1736,0.53,120,265520
2022-04-30,9041,13.57,2.6,1736,0.51,120,265520
2022-05-31,12713,6.13,1.9,3932,1.0,240,265520
2021-05-31,5321,0.0,2.88,0,0.46,70,211270
2021-06-30,5321,0.0,3.03,0,0.43,70,211270
2021-07-31,5321,0.0,3.32,0,0.4,70,211270
2021-08-31,5321,0.0,2.97,0,0.44,70,211270
2021-09-30,5321,0.0,2.96,0,0.44,70,211270
2021-10-31,5321,0.0,3.22,0,0.41,70,211270
2021-11-30,5321,0.0,2.47,0,0.53,70,211270
2021-12-31,5321,0.0,2.1,0,0.63,70,211270
2022-01-31,5321,0.0,2.79,0,0.47,70,211270
2022-02-28,5321,0.0,2.42,0,0.54,70,211270
2022-03-31,5321,0.0,2.59,0,0.51,70,211270
2022-04-30,5321,0.0,2.82,0,0.47,70,211270
2022-05-31,5714,163.13,2.83,99,0.43,70,211270
2021-05-31,15781,24.63,0.44,285,1.57,110,027410
2021-06-30,15781,24.74,0.45,285,1.56,110,027410
2021-07-31,15781,23.02,0.42,285,1.68,110,027410
2021-08-31,15781,21.61,0.39,285,1.79,110,027410
2021-09-30,15781,22.42,0.4,285,1.72,110,027410
2021-10-31,15781,19.93,0.36,285,1.94,110,027410
2021-11-30,15781,19.68,0.36,285,1.96,110,027410
2021-12-31,15781,17.33,0.31,285,2.23,110,027410
2022-01-31,15781,18.63,0.34,285,2.07,110,027410
2022-02-28,15781,16.86,0.3,285,2.29,110,027410
2022-03-31,15781,17.72,0.32,285,2.18,110,027410
2022-04-30,15781,18.63,0.34,285,2.07,110,027410
2022-05-31,16393,8.29,0.35,684,1.94,110,027410
2021-05-31,40317,25.55,4.5,7103,1.32,2400,282330
2021-06-30,40317,25.9,4.56,7103,1.3,2400,282330
2021-07-31,40317,23.93,4.22,7103,1.41,2400,282330
2021-08-31,40317,23.23,4.09,7103,1.45,2400,282330
2021-09-30,40317,25.41,4.48,7103,1.33,2400,282330
2021-10-31,40317,24.07,4.24,7103,1.4,2400,282330
2021-11-30,40317,23.51,4.14,7103,1.44,2400,282330
2021-12-31,40317,20.2,3.56,7103,1.67,2400,282330
2022-01-31,40317,20.2,3.56,7103,1.67,2400,282330
2022-02-28,40317,22.88,4.03,7103,1.48,2400,282330
2022-03-31,40317,22.95,4.04,7103,1.47,2400,282330
2022-04-30,40317,25.27,4.45,7103,1.34,2400,282330
2022-05-31,46849,21.29,3.88,8547,1.65,3000,282330
2021-05-31,1038,0.0,3.93,0,0.0,0,032790
2021-06-30,1038,0.0,3.93,0,0.0,0,032790
2021-07-31,1038,0.0,3.93,0,0.0,0,032790
2021-08-31,1038,0.0,3.93,0,0.0,0,032790
2021-09-30,1038,0.0,3.93,0,0.0,0,032790
2021-10-31,1038,0.0,3.93,0,0.0,0,032790
2021-11-30,1038,0.0,3.93,0,0.0,0,032790
2021-12-31,1038,0.0,3.93,0,0.0,0,032790
2022-01-31,1038,0.0,3.93,0,0.0,0,032790
2022-02-28,1038,0.0,3.93,0,0.0,0,032790
2022-03-31,1038,0.0,3.93,0,0.0,0,032790
2022-04-30,1038,0.0,3.93,0,0.0,0,032790
2022-05-31,1508,15.32,2.7,266,0.0,0,032790
2021-05-31,26781,5.31,0.3,1498,4.03,320,138930
2021-06-30,26781,5.33,0.3,1498,4.01,320,138930
2021-07-31,26781,5.11,0.29,1498,4.18,320,138930
2021-08-31,26781,5.11,0.29,1498,4.18,320,138930
2021-09-30,26781,5.26,0.29,1498,4.06,320,138930
2021-10-31,26781,5.88,0.33,1498,3.63,320,138930
2021-11-30,26781,5.83,0.33,1498,3.66,320,138930
2021-12-31,26781,5.43,0.3,1498,3.93,320,138930
2022-01-31,26781,5.6,0.31,1498,3.81,320,138930
2022-02-28,26781,5.39,0.3,1498,3.97,320,138930
2022-03-31,26781,5.07,0.28,1498,4.21,320,138930
2022-04-30,26781,5.31,0.3,1498,4.02,320,138930
2022-05-31,28745,3.37,0.27,2341,7.1,560,138930
2021-05-31,538911,19.79,0.8,21904,0.25,1100,001460
2021-06-30,538911,20.45,0.83,21904,0.25,1100,001460
2021-07-31,538911,19.01,0.77,21904,0.26,1100,001460
2021-08-31,538911,18.26,0.74,21904,0.28,1100,001460
2021-09-30,538911,18.72,0.76,21904,0.27,1100,001460
2021-10-31,538911,19.75,0.8,21904,0.25,1100,001460
2021-11-30,538911,19.79,0.8,21904,0.25,1100,001460
2021-12-31,538911,19.11,0.78,21904,0.26,1100,001460
2022-01-31,538911,20.82,0.85,21904,0.24,1100,001460
2022-02-28,538911,20.89,0.85,21904,0.24,1100,001460
2022-03-31,538911,20.96,0.85,21904,0.24,1100,001460
2022-04-30,538911,20.48,0.83,21904,0.25,1100,001460
2022-05-31,577324,12.72,0.79,35764,0.33,1500,001460
2021-05-31,2427,0.0,12.61,0,0.0,0,013720
2021-06-30,2427,0.0,12.38,0,0.0,0,013720
2021-07-31,2427,0.0,9.37,0,0.0,0,013720
2021-08-31,485,0.0,9.59,0,0.0,0,013720
2021-09-30,485,0.0,7.18,0,0.0,0,013720
2021-10-31,485,0.0,6.96,0,0.0,0,013720
2021-11-30,485,0.0,6.89,0,0.0,0,013720
2021-12-31,485,0.0,8.36,0,0.0,0,013720
2022-01-31,485,0.0,7.18,0,0.0,0,013720
2022-02-28,485,0.0,5.03,0,0.0,0,013720
2022-03-31,485,0.0,5.43,0,0.0,0,013720
2022-04-30,485,0.0,5.35,0,0.0,0,013720
2022-05-31,545,0.0,3.92,0,0.0,0,013720
2021-05-31,130202,44.36,0.88,2581,1.75,2000,001040
2021-06-30,130202,44.36,0.88,2581,1.75,2000,001040
2021-07-31,130202,41.26,0.82,2581,1.88,2000,001040
2021-08-31,130202,38.55,0.76,2581,2.01,2000,001040
2021-09-30,130202,39.33,0.78,2581,1.97,2000,001040
2021-10-31,130202,37.62,0.75,2581,2.06,2000,001040
2021-11-30,130202,37.27,0.74,2581,2.08,2000,001040
2021-12-31,130202,31.11,0.62,2581,2.49,2000,001040
2022-01-31,130202,32.55,0.65,2581,2.38,2000,001040
2022-02-28,130202,31.15,0.62,2581,2.49,2000,001040
2022-03-31,130202,32.58,0.65,2581,2.38,2000,001040
2022-04-30,130202,32.62,0.65,2581,2.38,2000,001040
2022-05-31,151085,10.61,0.58,8197,2.64,2300,001040
2021-05-31,3812,0.0,8.77,0,0.0,0,079160
2021-06-30,3812,0.0,8.68,0,0.0,0,079160
2021-07-31,3812,0.0,7.92,0,0.0,0,079160
2021-08-31,3812,0.0,7.66,0,0.0,0,079160
2021-09-30,3812,0.0,8.17,0,0.0,0,079160
2021-10-31,3812,0.0,7.66,0,0.0,0,079160
2021-11-30,3812,0.0,8.37,0,0.0,0,079160
2021-12-31,3812,0.0,5.99,0,0.0,0,079160
2022-01-31,3812,0.0,6.6,0,0.0,0,079160
2022-02-28,3812,0.0,5.71,0,0.0,0,079160
2022-03-31,3812,0.0,6.87,0,0.0,0,079160
2022-04-30,3812,0.0,7.36,0,0.0,0,079160
2022-05-31,5520,0.0,4.97,0,0.0,0,079160
2021-05-31,156746,57.6,1.05,2870,0.97,1600,035760
2021-06-30,156746,57.63,1.06,2870,0.97,1600,035760
2021-07-31,156746,63.76,1.17,2870,0.87,1600,035760
2021-08-31,156746,57.18,1.05,2870,0.98,1600,035760
2021-09-30,156746,53.31,0.98,2870,1.05,1600,035760
2021-10-31,156746,52.2,0.96,2870,1.07,1600,035760
2021-11-30,156746,61.5,1.13,2870,0.91,1600,035760
2021-12-31,156746,46.79,0.86,2870,1.19,1600,035760
2022-01-31,156746,48.71,0.89,2870,1.14,1600,035760
2022-02-28,156746,44.67,0.82,2870,1.25,1600,035760
2022-03-31,156746,45.19,0.83,2870,1.23,1600,035760
2022-04-30,156746,46.62,0.85,2870,1.2,1600,035760
2022-05-31,182220,13.5,0.69,9332,1.67,2100,035760
2021-05-31,8859,0.0,3.89,0,0.0,0,311690
2021-06-30,8859,0.0,3.86,0,0.0,0,311690
2021-07-31,8859,0.0,4.09,0,0.0,0,311690
2021-08-31,8859,0.0,5.48,0,0.0,0,311690
2021-09-30,8859,0.0,5.27,0,0.0,0,311690
2021-10-31,8859,0.0,4.3,0,0.0,0,311690
2021-11-30,8859,0.0,4.68,0,0.0,0,311690
2021-12-31,8859,0.0,4.57,0,0.0,0,311690
2022-01-31,8859,0.0,5.46,0,0.0,0,311690
2022-02-28,8859,0.0,4.67,0,0.0,0,311690
2022-03-31,8859,0.0,4.27,0,0.0,0,311690
2022-04-30,8859,0.0,4.48,0,0.0,0,311690
2022-05-31,14957,0.0,2.42,0,0.0,0,311690
2021-05-31,146331,29.91,1.16,5683,0.0,0,000120
2021-06-30,146331,29.83,1.16,5683,0.0,0,000120
2021-07-31,146331,32.03,1.24,5683,0.0,0,000120
2021-08-31,146331,31.06,1.21,5683,0.0,0,000120
2021-09-30,146331,29.74,1.15,5683,0.0,0,000120
2021-10-31,146331,26.48,1.03,5683,0.0,0,000120
2021-11-30,146331,25.69,1.0,5683,0.0,0,000120
2021-12-31,146331,22.0,0.85,5683,0.0,0,000120
2022-01-31,146331,22.7,0.88,5683,0.0,0,000120
2022-02-28,146331,20.94,0.81,5683,0.0,0,000120
2022-03-31,146331,23.05,0.9,5683,0.0,0,000120
2022-04-30,146331,22.26,0.86,5683,0.0,0,000120
2022-05-31,178766,66.54,0.69,1841,0.0,0,000120
2021-05-31,1823,81.29,2.59,58,0.0,0,011150
2021-06-30,1823,83.1,2.64,58,0.0,0,011150
2021-07-31,1823,82.76,2.63,58,0.0,0,011150
2021-08-31,1823,80.26,2.55,58,0.0,0,011150
2021-09-30,1823,73.62,2.34,58,0.0,0,011150
2021-10-31,1823,66.12,2.1,58,0.0,0,011150
2021-11-30,1823,66.64,2.12,58,0.0,0,011150
2021-12-31,1823,58.1,1.85,58,0.0,0,011150
2022-01-31,1823,66.64,2.12,58,0.0,0,011150
2022-02-28,1823,62.41,1.99,58,0.0,0,011150
2022-03-31,1823,70.52,2.24,58,0.0,0,011150
2022-04-30,1823,71.81,2.28,58,0.0,0,011150
2022-05-31,1857,70.66,2.32,61,0.0,0,011150
2021-05-31,321970,11.42,1.52,42783,0.82,4000,097950
2021-06-30,321970,11.35,1.51,42783,0.82,4000,097950
2021-07-31,321970,10.61,1.41,42783,0.88,4000,097950
2021-08-31,321970,11.18,1.49,42783,0.84,4000,097950
2021-09-30,321970,10.44,1.39,42783,0.9,4000,097950
2021-10-31,321970,9.37,1.25,42783,1.0,4000,097950
2021-11-30,321970,9.06,1.2,42783,1.03,4000,097950
2021-12-31,321970,8.19,1.09,42783,1.14,4000,097950
2022-01-31,321970,8.87,1.18,42783,1.05,4000,097950
2022-02-28,321970,8.37,1.11,42783,1.12,4000,097950
2022-03-31,321970,8.75,1.16,42783,1.07,4000,097950
2022-04-30,321970,8.87,1.18,42783,1.05,4000,097950
2022-05-31,381542,10.5,1.05,38246,1.25,5000,097950
2021-05-31,15839,0.0,2.06,0,0.0,0,051500
2021-06-30,15839,0.0,2.02,0,0.0,0,051500
2021-07-31,15839,0.0,2.12,0,0.0,0,051500
2021-08-31,15839,0.0,2.16,0,0.0,0,051500
2021-09-30,15839,0.0,2.27,0,0.0,0,051500
2021-10-31,15839,0.0,2.06,0,0.0,0,051500
2021-11-30,15839,0.0,2.03,0,0.0,0,051500
2021-12-31,15839,0.0,1.7,0,0.0,0,051500
2022-01-31,15839,0.0,1.86,0,0.0,0,051500
2022-02-28,15839,0.0,1.94,0,0.0,0,051500
2022-03-31,15839,0.0,2.58,0,0.0,0,051500
2022-04-30,15839,0.0,2.36,0,0.0,0,051500
2022-05-31,20715,19.0,2.06,2245,0.7,300,051500
2021-05-31,1304,2320.0,3.56,2,0.0,0,058820
2021-06-30,1304,2302.5,3.53,2,0.0,0,058820
2021-07-31,1304,2695.0,4.13,2,0.0,0,058820
2021-08-31,1304,2442.5,3.75,2,0.0,0,058820
2021-09-30,1304,2262.5,3.47,2,0.0,0,058820
2021-10-31,1304,1950.0,2.99,2,0.0,0,058820
2021-11-30,1304,1922.5,2.95,2,0.0,0,058820
2021-12-31,1304,1705.0,2.62,2,0.0,0,058820
2022-01-31,1304,1930.0,2.96,2,0.0,0,058820
2022-02-28,1304,1670.0,2.56,2,0.0,0,058820
2022-03-31,1304,1640.0,2.52,2,0.0,0,058820
2022-04-30,1304,1715.0,2.63,2,0.0,0,058820
2022-05-31,1330,139.13,2.41,23,0.0,0,058820
2021-05-31,3446,4.26,1.02,824,1.42,50,023460
2021-06-30,3446,4.21,1.01,824,1.44,50,023460
2021-07-31,3446,4.29,1.03,824,1.41,50,023460
2021-08-31,3446,4.19,1.0,824,1.45,50,023460
2021-09-30,3446,4.59,1.1,824,1.32,50,023460
2021-10-31,3446,3.94,0.94,824,1.54,50,023460
2021-11-30,3446,3.96,0.95,824,1.53,50,023460
2021-12-31,3446,3.09,0.74,824,1.96,50,023460
2022-01-31,3446,3.05,0.73,824,1.99,50,023460
2022-02-28,3446,2.49,0.6,824,2.43,50,023460
2022-03-31,3446,2.67,0.64,824,2.27,50,023460
2022-04-30,3446,3.1,0.74,824,1.96,50,023460
2022-05-31,3826,50.87,0.61,46,0.85,20,023460
2021-05-31,319,0.0,4.86,0,0.0,0,056730
2021-06-30,319,0.0,4.86,0,0.0,0,056730
2021-07-31,319,0.0,4.86,0,0.0,0,056730
2021-08-31,319,0.0,4.86,0,0.0,0,056730
2021-09-30,319,0.0,4.86,0,0.0,0,056730
2021-10-31,319,0.0,4.86,0,0.0,0,056730
2021-11-30,319,0.0,4.86,0,0.0,0,056730
2021-12-31,319,0.0,4.86,0,0.0,0,056730
2022-01-31,319,0.0,4.86,0,0.0,0,056730
2022-02-28,319,0.0,4.86,0,0.0,0,056730
2022-03-31,319,0.0,4.86,0,0.0,0,056730
2022-04-30,319,0.0,4.86,0,0.0,0,056730
2022-05-31,295,0.0,10.51,0,0.0,0,056730
2021-05-31,1170,616.67,4.74,9,0.0,0,065770
2021-06-30,1170,671.11,5.16,9,0.0,0,065770
2021-07-31,1170,644.44,4.96,9,0.0,0,065770
2021-08-31,1170,570.0,4.38,9,0.0,0,065770
2021-09-30,1170,605.56,4.66,9,0.0,0,065770
2021-10-31,1170,467.78,3.6,9,0.0,0,065770
2021-11-30,1170,420.0,3.23,9,0.0,0,065770
2021-12-31,1170,356.11,2.74,9,0.0,0,065770
2022-01-31,1170,456.67,3.51,9,0.0,0,065770
2022-02-28,1170,348.89,2.68,9,0.0,0,065770
2022-03-31,1170,277.78,2.14,9,0.0,0,065770
2022-04-30,1170,281.11,2.16,9,0.0,0,065770
2022-05-31,1099,0.0,2.14,0,0.0,0,065770
2021-05-31,313,0.0,5.88,0,0.0,0,083660
2021-06-30,313,0.0,5.91,0,0.0,0,083660
2021-07-31,313,0.0,5.86,0,0.0,0,083660
2021-08-31,313,0.0,4.92,0,0.0,0,083660
2021-09-30,313,0.0,5.08,0,0.0,0,083660
2021-10-31,313,0.0,4.65,0,0.0,0,083660
2021-11-30,313,0.0,4.38,0,0.0,0,083660
2021-12-31,313,0.0,4.19,0,0.0,0,083660
2022-01-31,313,0.0,5.14,0,0.0,0,083660
2022-02-28,313,0.0,4.84,0,0.0,0,083660
2022-03-31,313,0.0,6.66,0,0.0,0,083660
2022-04-30,313,0.0,6.65,0,0.0,0,083660
2022-05-31,390,0.0,5.44,0,0.0,0,083660
2021-05-31,210057,11.21,0.36,6657,0.67,500,000590
2021-06-30,210057,11.36,0.36,6657,0.66,500,000590
2021-07-31,210057,10.85,0.34,6657,0.69,500,000590
2021-08-31,210057,10.11,0.32,6657,0.74,500,000590
2021-09-30,210057,9.69,0.31,6657,0.78,500,000590
2021-10-31,210057,9.64,0.31,6657,0.78,500,000590
2021-11-30,210057,9.7,0.31,6657,0.77,500,000590
2021-12-31,210057,9.01,0.29,6657,0.83,500,000590
2022-01-31,210057,9.69,0.31,6657,0.78,500,000590
2022-02-28,210057,9.27,0.29,6657,0.81,500,000590
2022-03-31,210057,10.44,0.33,6657,0.72,500,000590
2022-04-30,210057,10.77,0.34,6657,0.7,500,000590
2022-05-31,226165,5.29,0.3,12789,0.74,500,000590
2021-05-31,1559,30.61,0.65,33,0.0,0,012030
2021-06-30,1559,31.97,0.68,33,0.0,0,012030
2021-07-31,1559,31.52,0.67,33,0.0,0,012030
2021-08-31,1559,36.36,0.77,33,0.0,0,012030
2021-09-30,1559,32.12,0.68,33,0.0,0,012030
2021-10-31,1559,30.27,0.64,33,0.0,0,012030
2021-11-30,1559,31.52,0.67,33,0.0,0,012030
2021-12-31,1559,28.85,0.61,33,0.0,0,012030
2022-01-31,1559,29.42,0.62,33,0.0,0,012030
2022-02-28,1559,26.64,0.56,33,0.0,0,012030
2022-03-31,1559,26.15,0.55,33,0.0,0,012030
2022-04-30,1559,33.33,0.71,33,0.0,0,012030
2022-05-31,2292,8.67,0.43,114,0.0,0,012030
2022-01-31,0,0.0,0.0,0,0.0,0,404950
2022-02-28,0,0.0,0.0,0,0.0,0,404950
2022-03-31,0,0.0,0.0,0,0.0,0,404950
2022-04-30,0,0.0,0.0,0,0.0,0,404950
2022-05-31,0,0.0,0.0,0,0.0,0,404950
2021-05-31,0,0.0,0.0,0,0.0,0,367340
2021-06-30,0,0.0,0.0,0,0.0,0,367340
2021-07-31,0,0.0,0.0,0,0.0,0,367340
2021-08-31,0,0.0,0.0,0,0.0,0,367340
2021-09-30,0,0.0,0.0,0,0.0,0,367340
2021-10-31,0,0.0,0.0,0,0.0,0,367340
2021-11-30,0,0.0,0.0,0,0.0,0,367340
2021-12-31,0,0.0,0.0,0,0.0,0,367340
2022-01-31,0,0.0,0.0,0,0.0,0,367340
2022-02-28,0,0.0,0.0,0,0.0,0,367340
2022-03-31,0,0.0,0.0,0,0.0,0,367340
2022-04-30,0,0.0,0.0,0,0.0,0,367340
2022-05-31,0,0.0,0.0,0,0.0,0,367340
2021-05-31,0,0.0,0.0,0,0.0,0,367360
2021-06-30,0,0.0,0.0,0,0.0,0,367360
2021-07-31,0,0.0,0.0,0,0.0,0,367360
2021-08-31,0,0.0,0.0,0,0.0,0,367360
2021-09-30,0,0.0,0.0,0,0.0,0,367360
2021-10-31,0,0.0,0.0,0,0.0,0,367360
2021-11-30,0,0.0,0.0,0,0.0,0,367360
2021-12-31,0,0.0,0.0,0,0.0,0,367360
2022-01-31,0,0.0,0.0,0,0.0,0,367360
2022-02-28,0,0.0,0.0,0,0.0,0,367360
2022-03-31,0,0.0,0.0,0,0.0,0,367360
2022-04-30,0,0.0,0.0,0,0.0,0,367360
2022-05-31,0,0.0,0.0,0,0.0,0,367360
2021-05-31,18855,3.08,0.38,2327,4.18,300,016610
2021-06-30,18855,3.1,0.38,2327,4.16,300,016610
2021-07-31,18855,3.08,0.38,2327,4.19,300,016610
2021-08-31,18855,2.92,0.36,2327,4.41,300,016610
2021-09-30,18855,2.92,0.36,2327,4.41,300,016610
2021-10-31,18855,2.81,0.35,2327,4.59,300,016610
2021-11-30,18855,3.02,0.37,2327,4.27,300,016610
2021-12-31,18855,2.85,0.35,2327,4.52,300,016610
2022-01-31,18855,2.84,0.35,2327,4.53,300,016610
2022-02-28,18855,2.81,0.35,2327,4.59,300,016610
2022-03-31,18855,2.68,0.33,2327,4.82,300,016610
2022-04-30,18855,2.87,0.35,2327,4.49,300,016610
2022-05-31,22133,2.3,0.29,2831,7.68,500,016610
2021-05-31,90596,5.53,0.56,9171,4.34,2200,005830
2021-06-30,90596,5.59,0.57,9171,4.29,2200,005830
2021-07-31,90596,5.86,0.59,9171,4.1,2200,005830
2021-08-31,90596,6.26,0.63,9171,3.83,2200,005830
2021-09-30,90596,6.41,0.65,9171,3.74,2200,005830
2021-10-31,90596,7.11,0.72,9171,3.37,2200,005830
2021-11-30,90596,6.53,0.66,9171,3.67,2200,005830
2021-12-31,90596,5.84,0.59,9171,4.1,2200,005830
2022-01-31,90596,5.89,0.6,9171,4.07,2200,005830
2022-02-28,90596,6.91,0.7,9171,3.47,2200,005830
2022-03-31,90596,6.4,0.65,9171,3.75,2200,005830
2022-04-30,90596,7.67,0.78,9171,3.13,2200,005830
2022-05-31,110605,4.56,0.6,14482,5.3,3500,005830
2021-05-31,17851,13.5,2.89,3822,0.68,350,000990
2021-06-30,17851,13.63,2.92,3822,0.67,350,000990
2021-07-31,17851,16.33,3.5,3822,0.56,350,000990
2021-08-31,17851,16.77,3.59,3822,0.55,350,000990
2021-09-30,17851,15.75,3.37,3822,0.58,350,000990
2021-10-31,17851,13.92,2.98,3822,0.66,350,000990
2021-11-30,17851,14.99,3.21,3822,0.61,350,000990
2021-12-31,17851,17.82,3.81,3822,0.51,350,000990
2022-01-31,17851,20.12,4.31,3822,0.46,350,000990
2022-02-28,17851,19.36,4.15,3822,0.47,350,000990
2022-03-31,17851,18.29,3.92,3822,0.5,350,000990
2022-04-30,17851,19.2,4.11,3822,0.48,350,000990
2022-05-31,25449,9.17,2.63,7292,0.67,450,000990
2021-05-31,29493,4.96,0.32,1908,4.12,390,139130
2021-06-30,29493,4.92,0.32,1908,4.15,390,139130
2021-07-31,29493,4.81,0.31,1908,4.25,390,139130
2021-08-31,29493,4.87,0.32,1908,4.19,390,139130
2021-09-30,29493,4.85,0.31,1908,4.22,390,139130
2021-10-31,29493,5.17,0.33,1908,3.96,390,139130
2021-11-30,29493,5.5,0.36,1908,3.71,390,139130
2021-12-31,29493,4.75,0.31,1908,4.3,390,139130
2022-01-31,29493,4.89,0.32,1908,4.18,390,139130
2022-02-28,29493,4.86,0.31,1908,4.21,390,139130
2022-03-31,29493,4.75,0.31,1908,4.3,390,139130
2022-04-30,29493,4.88,0.32,1908,4.18,390,139130
2022-05-31,32507,3.07,0.27,2886,7.12,630,139130
2021-05-31,198359,16.8,0.9,10653,0.84,1500,001530
2021-06-30,198359,17.08,0.92,10653,0.82,1500,001530
2021-07-31,198359,18.54,1.0,10653,0.76,1500,001530
2021-08-31,198359,29.19,1.57,10653,0.48,1500,001530
2021-09-30,198359,33.14,1.78,10653,0.42,1500,001530
2021-10-31,198359,28.58,1.54,10653,0.49,1500,001530
2021-11-30,198359,26.38,1.42,10653,0.53,1500,001530
2021-12-31,198359,25.34,1.36,10653,0.56,1500,001530
2022-01-31,194867,25.42,1.37,10465,0.56,1500,001530
2022-02-28,194867,21.88,1.18,10465,0.66,1500,001530
2022-03-31,194867,22.6,1.21,10465,0.63,1500,001530
2022-04-30,194867,24.89,1.34,10465,0.58,1500,001530
2022-05-31,29290,10.79,0.82,2234,0.83,200,001530
2021-05-31,67178,6.28,1.22,13077,1.58,1300,000210
2021-06-30,67178,6.33,1.23,13077,1.57,1300,000210
2021-07-31,67178,6.09,1.19,13077,1.63,1300,000210
2021-08-31,67178,5.94,1.16,13077,1.67,1300,000210
2021-09-30,67178,5.55,1.08,13077,1.79,1300,000210
2021-10-31,67178,5.66,1.1,13077,1.76,1300,000210
2021-11-30,67178,5.14,1.0,13077,1.93,1300,000210
2021-12-31,67178,4.51,0.88,13077,2.2,1300,000210
2022-01-31,67178,4.7,0.91,13077,2.12,1300,000210
2022-02-28,67178,4.33,0.84,13077,2.3,1300,000210
2022-03-31,67178,4.58,0.89,13077,2.17,1300,000210
2022-04-30,67178,4.71,0.92,13077,2.11,1300,000210
2022-05-31,173922,1.49,0.36,41881,3.05,1900,000210
2021-05-31,34403,4.56,1.06,7953,1.52,550,001880
2021-06-30,34403,4.61,1.07,7953,1.5,550,001880
2021-07-31,34403,4.48,1.04,7953,1.54,550,001880
2021-08-31,34403,4.19,0.97,7953,1.65,550,001880
2021-09-30,34403,4.06,0.94,7953,1.7,550,001880
2021-10-31,34403,3.73,0.86,7953,1.85,550,001880
2021-11-30,34403,3.7,0.85,7953,1.87,550,001880
2021-12-31,34403,3.2,0.74,7953,2.16,550,001880
2022-01-31,34403,3.46,0.8,7953,2.0,550,001880
2022-02-28,34403,3.53,0.82,7953,1.96,550,001880
2022-03-31,34403,3.45,0.8,7953,2.01,550,001880
2022-04-30,34403,3.67,0.85,7953,1.88,550,001880
2022-05-31,41105,3.45,0.66,7911,2.75,750,001880
